location,date,new_cases,new_tests,new_vaccinations,population,median_age,gdp_per_capita,avg_temp
Cambodia,2021-05-01,16692,38447,2328774,16946446,25.6,3645.07,28.439393939393938
Cambodia,2021-06-01,20291,200829,2638094,16946446,25.6,3645.07,27.7
Cambodia,2021-07-01,26858,54823,4836661,16946446,25.6,3645.07,27.233333333333324
Cambodia,2021-08-01,15812,NA,6997606,16946446,25.6,3645.07,27.154545454545456
Cambodia,2021-09-01,19596,NA,5186698,16946446,25.6,3645.07,26.848484848484848
Cambodia,2021-10-01,5871,NA,3310274,16946446,25.6,3645.07,26.55757575757576
Cambodia,2021-11-01,1612,NA,1059154,16946446,25.6,3645.07,25.839393939393933
Cambodia,2021-12-01,359,NA,1647617,16946446,25.6,3645.07,24.86363636363636
Cambodia,2022-01-01,235,NA,762124,16946446,25.6,3645.07,NA
Cameroon,2020-03-01,193,NA,NA,27224262,18.8,3364.926,25.46402877697841
Cameroon,2020-04-01,1639,NA,NA,27224262,18.8,3364.926,25.532374100719434
Cameroon,2020-05-01,4072,NA,NA,27224262,18.8,3364.926,24.72661870503597
Cameroon,2020-06-01,6688,NA,NA,27224262,18.8,3364.926,23.654676258992804
Cameroon,2020-07-01,4663,NA,NA,27224262,18.8,3364.926,22.697122302158277
Cameroon,2020-08-01,1887,NA,NA,27224262,18.8,3364.926,22.550359712230215
Cameroon,2020-09-01,1696,NA,NA,27224262,18.8,3364.926,23.012949640287772
Cameroon,2020-10-01,955,NA,NA,27224262,18.8,3364.926,23.53381294964028
Cameroon,2020-11-01,2652,NA,NA,27224262,18.8,3364.926,23.740287769784175
Cameroon,2020-12-01,1832,NA,NA,27224262,18.8,3364.926,23.420863309352516
Cameroon,2021-01-01,3340,NA,NA,27224262,18.8,3364.926,23.73381294964028
Cameroon,2021-02-01,6097,NA,NA,27224262,18.8,3364.926,24.93669064748201
Cameroon,2021-03-01,11955,NA,NA,27224262,18.8,3364.926,25.46402877697841
Cameroon,2021-04-01,24581,NA,400,27224262,18.8,3364.926,25.532374100719434
Cameroon,2021-05-01,6679,NA,NA,27224262,18.8,3364.926,24.72661870503597
Cameroon,2021-06-01,1929,NA,NA,27224262,18.8,3364.926,23.654676258992804
Cameroon,2021-07-01,1206,NA,NA,27224262,18.8,3364.926,22.697122302158277
Cameroon,2021-08-01,1361,NA,NA,27224262,18.8,3364.926,22.550359712230215
Cameroon,2021-09-01,8878,NA,NA,27224262,18.8,3364.926,23.012949640287772
Cameroon,2021-10-01,10196,NA,NA,27224262,18.8,3364.926,23.53381294964028
Cameroon,2021-11-01,4295,NA,9890,27224262,18.8,3364.926,23.740287769784175
Cameroon,2021-12-01,2573,NA,NA,27224262,18.8,3364.926,23.420863309352516
Cameroon,2022-01-01,299,NA,NA,27224262,18.8,3364.926,NA
Canada,2020-01-01,4,NA,NA,38067913,41.4,44017.591,NA
Canada,2020-02-01,17,157,NA,38067913,41.4,44017.591,NA
Canada,2020-03-01,9225,176029,NA,38067913,41.4,44017.591,NA
Canada,2020-04-01,47470,513790,NA,38067913,41.4,44017.591,NA
Canada,2020-05-01,35772,963009,NA,38067913,41.4,44017.591,NA
Canada,2020-06-01,13541,1239450,NA,38067913,41.4,44017.591,NA
Canada,2020-07-01,12268,1503541,NA,38067913,41.4,44017.591,NA
Canada,2020-08-01,12552,1748726,NA,38067913,41.4,44017.591,NA
Canada,2020-09-01,31887,2299187,NA,38067913,41.4,44017.591,NA
Canada,2020-10-01,75455,2883972,NA,38067913,41.4,44017.591,NA
Canada,2020-11-01,144517,2947699,NA,38067913,41.4,44017.591,NA
Canada,2020-12-01,204721,3687403,98437,38067913,41.4,44017.591,NA
Canada,2021-01-01,196306,3628083,874161,38067913,41.4,44017.591,NA
Canada,2021-02-01,87508,2850839,945095,38067913,41.4,44017.591,NA
Canada,2021-03-01,118250,3200503,3855819,38067913,41.4,44017.591,NA
Canada,2021-04-01,239812,3834772,7763456,38067913,41.4,44017.591,NA
Canada,2021-05-01,160509,3310777,10507403,38067913,41.4,44017.591,NA
Canada,2021-06-01,33356,1978323,13579427,38067913,41.4,44017.591,NA
Canada,2021-07-01,15287,1760726,11847576,38067913,41.4,44017.591,NA
Canada,2021-08-01,68635,2010510,4051816,38067913,41.4,44017.591,NA
Canada,2021-09-01,124555,2793253,2789261,38067913,41.4,44017.591,NA
Canada,2021-10-01,91859,2924983,2369640,38067913,41.4,44017.591,NA
Canada,2021-11-01,77361,2549283,2024955,38067913,41.4,44017.591,NA
Canada,2021-12-01,399177,3855082,7586838,38067913,41.4,44017.591,NA
Canada,2022-01-01,535384,1911113,4704867,38067913,41.4,44017.591,NA
Cape Verde,2020-03-01,6,NA,NA,561901,25.7,6222.554,20.51904761904762
Cape Verde,2020-04-01,115,NA,NA,561901,25.7,6222.554,20.97619047619047
Cape Verde,2020-05-01,314,1749,NA,561901,25.7,6222.554,21.666666666666664
Cape Verde,2020-06-01,792,6033,NA,561901,25.7,6222.554,22.72857142857143
Cape Verde,2020-07-01,1224,10679,NA,561901,25.7,6222.554,23.76190476190476
Cape Verde,2020-08-01,1433,9858,NA,561901,25.7,6222.554,24.64761904761904
Cape Verde,2020-09-01,2140,12910,NA,561901,25.7,6222.554,25.14285714285715
Cape Verde,2020-10-01,2769,15740,NA,561901,25.7,6222.554,24.614285714285707
Cape Verde,2020-11-01,1968,12692,NA,561901,25.7,6222.554,23.33809523809524
Cape Verde,2020-12-01,1079,6320,NA,561901,25.7,6222.554,21.690476190476183
Cape Verde,2021-01-01,2230,12861,NA,561901,25.7,6222.554,20.404761904761905
Cape Verde,2021-02-01,1330,10276,NA,561901,25.7,6222.554,20.152380952380955
Cape Verde,2021-03-01,2070,9541,NA,561901,25.7,6222.554,20.51904761904762
Cape Verde,2021-04-01,6412,16365,NA,561901,25.7,6222.554,20.97619047619047
Cape Verde,2021-05-01,6557,24731,NA,561901,25.7,6222.554,21.666666666666664
Cape Verde,2021-06-01,2018,17016,3001,561901,25.7,6222.554,22.72857142857143
Cape Verde,2021-07-01,1334,13366,4461,561901,25.7,6222.554,23.76190476190476
Cape Verde,2021-08-01,1563,24687,NA,561901,25.7,6222.554,24.64761904761904
Cape Verde,2021-09-01,2222,17555,NA,561901,25.7,6222.554,25.14285714285715
Cape Verde,2021-10-01,639,6813,NA,561901,25.7,6222.554,24.614285714285707
Cape Verde,2021-11-01,155,6445,NA,561901,25.7,6222.554,23.33809523809524
Cape Verde,2021-12-01,3362,12332,NA,561901,25.7,6222.554,21.690476190476183
Cape Verde,2022-01-01,12052,9021,NA,561901,25.7,6222.554,NA
Cayman Islands,2020-03-01,14,NA,NA,66498,NA,49903.029,25.65
Cayman Islands,2020-04-01,59,NA,NA,66498,NA,49903.029,26.025
Cayman Islands,2020-05-01,68,NA,NA,66498,NA,49903.029,27.05
Cayman Islands,2020-06-01,59,NA,NA,66498,NA,49903.029,27.7
Cayman Islands,2020-07-01,3,NA,NA,66498,NA,49903.029,28.075
Cayman Islands,2020-08-01,2,NA,NA,66498,NA,49903.029,28.35
Cayman Islands,2020-09-01,6,NA,NA,66498,NA,49903.029,27.975
Cayman Islands,2020-10-01,29,NA,NA,66498,NA,49903.029,27.2
Cayman Islands,2020-11-01,34,NA,NA,66498,NA,49903.029,26.8
Cayman Islands,2020-12-01,64,NA,NA,66498,NA,49903.029,25.4
Cayman Islands,2021-01-01,52,NA,NA,66498,NA,49903.029,24.75
Cayman Islands,2021-02-01,54,NA,2519,66498,NA,49903.029,24.75
Cayman Islands,2021-03-01,56,NA,1879,66498,NA,49903.029,25.65
Cayman Islands,2021-04-01,43,NA,4843,66498,NA,49903.029,26.025
Cayman Islands,2021-05-01,41,NA,1185,66498,NA,49903.029,27.05
Cayman Islands,2021-06-01,30,NA,1982,66498,NA,49903.029,27.7
Cayman Islands,2021-07-01,29,NA,1470,66498,NA,49903.029,28.075
Cayman Islands,2021-08-01,37,NA,303,66498,NA,49903.029,28.35
Cayman Islands,2021-09-01,160,NA,1158,66498,NA,49903.029,27.975
Cayman Islands,2021-10-01,810,NA,NA,66498,NA,49903.029,27.2
Cayman Islands,2021-11-01,5424,NA,NA,66498,NA,49903.029,26.8
Cayman Islands,2021-12-01,1744,NA,NA,66498,NA,49903.029,25.4
Cayman Islands,2022-01-01,2848,NA,NA,66498,NA,49903.029,NA
Central African Republic,2020-03-01,3,NA,NA,4919987,18.3,661.24,26.944186046511632
Central African Republic,2020-04-01,47,NA,NA,4919987,18.3,661.24,26.569767441860463
Central African Republic,2020-05-01,961,NA,NA,4919987,18.3,661.24,25.713953488372095
Central African Republic,2020-06-01,2734,NA,NA,4919987,18.3,661.24,24.7
Central African Republic,2020-07-01,863,NA,NA,4919987,18.3,661.24,23.920930232558145
Central African Republic,2020-08-01,103,NA,NA,4919987,18.3,661.24,23.83488372093023
Central African Republic,2020-09-01,118,NA,NA,4919987,18.3,661.24,24.09767441860465
Central African Republic,2020-10-01,37,NA,NA,4919987,18.3,661.24,24.38139534883721
Central African Republic,2020-11-01,47,NA,NA,4919987,18.3,661.24,24.674418604651173
Central African Republic,2020-12-01,50,NA,NA,4919987,18.3,661.24,24.07906976744186
Central African Republic,2021-01-01,18,NA,NA,4919987,18.3,661.24,24.63255813953489
Central African Republic,2021-02-01,23,NA,NA,4919987,18.3,661.24,26.24651162790698
Central African Republic,2021-03-01,157,NA,NA,4919987,18.3,661.24,26.944186046511632
Central African Republic,2021-04-01,1250,NA,NA,4919987,18.3,661.24,26.569767441860463
Central African Republic,2021-05-01,680,NA,NA,4919987,18.3,661.24,25.713953488372095
Central African Republic,2021-06-01,50,NA,12887,4919987,18.3,661.24,24.7
Central African Republic,2021-07-01,10,NA,NA,4919987,18.3,661.24,23.920930232558145
Central African Republic,2021-08-01,4145,NA,NA,4919987,18.3,661.24,23.83488372093023
Central African Republic,2021-09-01,75,NA,NA,4919987,18.3,661.24,24.09767441860465
Central African Republic,2021-10-01,147,NA,NA,4919987,18.3,661.24,24.38139534883721
Central African Republic,2021-11-01,190,NA,NA,4919987,18.3,661.24,24.674418604651173
Central African Republic,2021-12-01,455,NA,NA,4919987,18.3,661.24,24.07906976744186
Central African Republic,2022-01-01,1156,NA,NA,4919987,18.3,661.24,NA
Chad,2020-03-01,7,NA,NA,16914985,16.7,1768.153,29.59999999999999
Chad,2020-04-01,66,NA,NA,16914985,16.7,1768.153,31.384
Chad,2020-05-01,705,NA,NA,16914985,16.7,1768.153,30.872
Chad,2020-06-01,88,NA,NA,16914985,16.7,1768.153,29.101999999999997
Chad,2020-07-01,70,NA,NA,16914985,16.7,1768.153,27.042
Chad,2020-08-01,77,NA,NA,16914985,16.7,1768.153,26.023999999999997
Chad,2020-09-01,187,NA,NA,16914985,16.7,1768.153,26.846000000000004
Chad,2020-10-01,283,NA,NA,16914985,16.7,1768.153,27.580000000000005
Chad,2020-11-01,205,NA,NA,16914985,16.7,1768.153,25.962
Chad,2020-12-01,425,NA,NA,16914985,16.7,1768.153,24.037999999999993
Chad,2021-01-01,1263,NA,NA,16914985,16.7,1768.153,23.822
Chad,2021-02-01,597,NA,NA,16914985,16.7,1768.153,26.264
Chad,2021-03-01,560,NA,NA,16914985,16.7,1768.153,29.59999999999999
Chad,2021-04-01,284,NA,NA,16914985,16.7,1768.153,31.384
Chad,2021-05-01,114,NA,NA,16914985,16.7,1768.153,30.872
Chad,2021-06-01,20,NA,NA,16914985,16.7,1768.153,29.101999999999997
Chad,2021-07-01,22,NA,NA,16914985,16.7,1768.153,27.042
Chad,2021-08-01,19,NA,NA,16914985,16.7,1768.153,26.023999999999997
Chad,2021-09-01,46,NA,NA,16914985,16.7,1768.153,26.846000000000004
Chad,2021-10-01,31,NA,NA,16914985,16.7,1768.153,27.580000000000005
Chad,2021-11-01,38,NA,NA,16914985,16.7,1768.153,25.962
Chad,2021-12-01,596,NA,NA,16914985,16.7,1768.153,24.037999999999993
Chad,2022-01-01,855,NA,NA,16914985,16.7,1768.153,NA
Chile,2020-02-01,2,NA,NA,19212362,35.4,22767.037,16.146666666666665
Chile,2020-03-01,2842,27600,NA,19212362,35.4,22767.037,14.69
Chile,2020-04-01,14858,145375,NA,19212362,35.4,22767.037,12.659322033898304
Chile,2020-05-01,105848,401758,NA,19212362,35.4,22767.037,10.496666666666666
Chile,2020-06-01,155843,527036,NA,19212362,35.4,22767.037,9.093103448275862
Chile,2020-07-01,76274,514200,NA,19212362,35.4,22767.037,8.408620689655173
Chile,2020-08-01,56059,808444,NA,19212362,35.4,22767.037,8.828333333333335
Chile,2020-09-01,51265,889879,NA,19212362,35.4,22767.037,9.981666666666666
Chile,2020-10-01,47265,986446,NA,19212362,35.4,22767.037,11.621666666666666
Chile,2020-11-01,41487,1024692,NA,19212362,35.4,22767.037,13.557627118644069
Chile,2020-12-01,57230,1118029,8228,19212362,35.4,22767.037,15.185
Chile,2021-01-01,118136,1577680,58800,19212362,35.4,22767.037,16.33
Chile,2021-02-01,97516,1337736,3305482,19212362,35.4,22767.037,16.146666666666665
Chile,2021-03-01,170913,1842541,7128224,19212362,35.4,22767.037,14.69
Chile,2021-04-01,202707,1842237,4436229,19212362,35.4,22767.037,12.659322033898304
Chile,2021-05-01,186101,1773300,3841673,19212362,35.4,22767.037,10.496666666666666
Chile,2021-06-01,171556,1914315,4311340,19212362,35.4,22767.037,9.093103448275862
Chile,2021-07-01,59869,1689861,2803198,19212362,35.4,22767.037,8.408620689655173
Chile,2021-08-01,22904,1614394,3162979,19212362,35.4,22767.037,8.828333333333335
Chile,2021-09-01,15589,1532856,3370403,19212362,35.4,22767.037,9.981666666666666
Chile,2021-10-01,40784,1765519,4517459,19212362,35.4,22767.037,11.621666666666666
Chile,2021-11-01,67703,2017004,4119954,19212362,35.4,22767.037,13.557627118644069
Chile,2021-12-01,43743,1770305,3246109,19212362,35.4,22767.037,15.185
Chile,2022-01-01,51270,705975,1223296,19212362,35.4,22767.037,NA
China,2020-01-01,9236,NA,NA,1444216102,38.7,15308.712,-0.4449602932193033
China,2020-02-01,69468,NA,NA,1444216102,38.7,15308.712,1.6546068796068778
China,2020-03-01,2273,NA,NA,1444216102,38.7,15308.712,7.2913549969344
China,2020-04-01,1350,NA,NA,1444216102,38.7,15308.712,13.648824593128383
China,2020-05-01,143,NA,NA,1444216102,38.7,15308.712,18.735392921415738
China,2020-06-01,517,NA,NA,1444216102,38.7,15308.712,22.502458033573166
China,2020-07-01,803,NA,NA,1444216102,38.7,15308.712,24.989148681055205
China,2020-08-01,721,NA,NA,1444216102,38.7,15308.712,24.296043165467676
China,2020-09-01,354,NA,NA,1444216102,38.7,15308.712,20.080215827338108
China,2020-10-01,585,NA,NA,1444216102,38.7,15308.712,14.454166666666652
China,2020-11-01,545,NA,NA,1444216102,38.7,15308.712,7.871737786023497
China,2020-12-01,529,NA,NA,1444216102,38.7,15308.712,1.8310239117106049
China,2021-01-01,2493,NA,NA,1444216102,38.7,15308.712,-0.4449602932193033
China,2021-02-01,348,NA,NA,1444216102,38.7,15308.712,1.6546068796068778
China,2021-03-01,305,NA,39361000,1444216102,38.7,15308.712,7.2913549969344
China,2021-04-01,454,NA,145243000,1444216102,38.7,15308.712,13.648824593128383
China,2021-05-01,451,NA,396404000,1444216102,38.7,15308.712,18.735392921415738
China,2021-06-01,670,NA,583207000,1444216102,38.7,15308.712,22.502458033573166
China,2021-07-01,1215,NA,408144000,1444216102,38.7,15308.712,24.989148681055205
China,2021-08-01,1891,NA,414770000,1444216102,38.7,15308.712,24.296043165467676
China,2021-09-01,1264,NA,143863000,1444216102,38.7,15308.712,20.080215827338108
China,2021-10-01,1081,NA,62620000,1444216102,38.7,15308.712,14.454166666666652
China,2021-11-01,1581,NA,233903000,1444216102,38.7,15308.712,7.871737786023497
China,2021-12-01,3490,NA,327357000,1444216102,38.7,15308.712,1.8310239117106049
China,2022-01-01,2431,NA,93649000,1444216102,38.7,15308.712,NA
Colombia,2020-03-01,906,NA,NA,51265841,32.2,13254.949,24.11470588235294
Colombia,2020-04-01,5601,NA,NA,51265841,32.2,13254.949,24.227941176470583
Colombia,2020-05-01,22876,NA,NA,51265841,32.2,13254.949,24.051470588235297
Colombia,2020-06-01,68463,390131,NA,51265841,32.2,13254.949,23.964705882352938
Colombia,2020-07-01,197662,811023,NA,51265841,32.2,13254.949,24.045588235294115
Colombia,2020-08-01,319586,1168322,NA,51265841,32.2,13254.949,24.201470588235292
Colombia,2020-09-01,214585,987600,NA,51265841,32.2,13254.949,24.14264705882353
Colombia,2020-10-01,244505,1305994,NA,51265841,32.2,13254.949,23.85147058823529
Colombia,2020-11-01,242622,1374993,NA,51265841,32.2,13254.949,23.730882352941176
Colombia,2020-12-01,325969,1699168,NA,51265841,32.2,13254.949,23.6910447761194
Colombia,2021-01-01,452109,1952877,NA,51265841,32.2,13254.949,23.55735294117647
Colombia,2021-02-01,156806,1365088,130560,51265841,32.2,13254.949,23.89264705882353
Colombia,2021-03-01,154687,1272412,2112814,51265841,32.2,13254.949,24.11470588235294
Colombia,2021-04-01,453347,2067125,2089884,51265841,32.2,13254.949,24.227941176470583
Colombia,2021-05-01,546732,2202368,2471915,51265841,32.2,13254.949,24.051470588235297
Colombia,2021-06-01,834526,2922545,6123901,51265841,32.2,13254.949,23.964705882352938
Colombia,2021-07-01,544338,2592737,4200109,51265841,32.2,13254.949,24.045588235294115
Colombia,2021-08-01,123766,1635006,6307544,51265841,32.2,13254.949,24.201470588235292
Colombia,2021-09-01,48191,1375015,2477616,51265841,32.2,13254.949,24.14264705882353
Colombia,2021-10-01,45110,1262458,3740327,51265841,32.2,13254.949,23.85147058823529
Colombia,2021-11-01,67257,1302800,6888025,51265841,32.2,13254.949,23.730882352941176
Colombia,2021-12-01,87796,1509105,3783771,51265841,32.2,13254.949,23.6910447761194
Colombia,2022-01-01,318464,1095032,1999521,51265841,32.2,13254.949,NA
Comoros,2020-04-01,1,NA,NA,888456,20.4,1413.89,24.76
Comoros,2020-05-01,105,NA,NA,888456,20.4,1413.89,23.889999999999997
Comoros,2020-06-01,197,NA,NA,888456,20.4,1413.89,22.56
Comoros,2020-07-01,75,NA,NA,888456,20.4,1413.89,21.84
Comoros,2020-08-01,45,NA,NA,888456,20.4,1413.89,21.585
Comoros,2020-09-01,56,NA,NA,888456,20.4,1413.89,22
Comoros,2020-10-01,66,NA,NA,888456,20.4,1413.89,23.209999999999997
Comoros,2020-11-01,66,NA,NA,888456,20.4,1413.89,24.33
Comoros,2020-12-01,212,NA,NA,888456,20.4,1413.89,24.955
Comoros,2021-01-01,1903,NA,NA,888456,20.4,1413.89,25.164999999999996
Comoros,2021-02-01,845,NA,NA,888456,20.4,1413.89,25.250000000000004
Comoros,2021-03-01,125,NA,NA,888456,20.4,1413.89,25.020000000000003
Comoros,2021-04-01,138,NA,NA,888456,20.4,1413.89,24.76
Comoros,2021-05-01,47,NA,NA,888456,20.4,1413.89,23.889999999999997
Comoros,2021-06-01,55,NA,NA,888456,20.4,1413.89,22.56
Comoros,2021-07-01,92,NA,NA,888456,20.4,1413.89,21.84
Comoros,2021-08-01,40,NA,NA,888456,20.4,1413.89,21.585
Comoros,2021-09-01,73,NA,NA,888456,20.4,1413.89,22
Comoros,2021-10-01,118,NA,NA,888456,20.4,1413.89,23.209999999999997
Comoros,2021-11-01,242,NA,NA,888456,20.4,1413.89,24.33
Comoros,2021-12-01,2014,NA,NA,888456,20.4,1413.89,24.955
Comoros,2022-01-01,1230,NA,NA,888456,20.4,1413.89,NA
Congo,2020-03-01,19,NA,NA,5657017,19,4881.406,25.4625
Congo,2020-04-01,201,NA,NA,5657017,19,4881.406,25.370833333333337
Congo,2020-05-01,391,NA,NA,5657017,19,4881.406,24.96666666666667
Congo,2020-06-01,476,NA,NA,5657017,19,4881.406,23.1875
Congo,2020-07-01,2113,NA,NA,5657017,19,4881.406,22.2125
Congo,2020-08-01,779,NA,NA,5657017,19,4881.406,22.67916666666667
Congo,2020-09-01,1110,NA,NA,5657017,19,4881.406,23.59166666666667
Congo,2020-10-01,201,NA,NA,5657017,19,4881.406,24.387500000000003
Congo,2020-11-01,484,NA,NA,5657017,19,4881.406,24.39583333333334
Congo,2020-12-01,1333,NA,NA,5657017,19,4881.406,24.4625
Congo,2021-01-01,780,NA,NA,5657017,19,4881.406,24.549999999999997
Congo,2021-02-01,933,NA,NA,5657017,19,4881.406,25.033333333333335
Congo,2021-03-01,861,NA,NA,5657017,19,4881.406,25.4625
Congo,2021-04-01,997,NA,NA,5657017,19,4881.406,25.370833333333337
Congo,2021-05-01,980,NA,NA,5657017,19,4881.406,24.96666666666667
Congo,2021-06-01,938,NA,1486,5657017,19,4881.406,23.1875
Congo,2021-07-01,590,NA,NA,5657017,19,4881.406,22.2125
Congo,2021-08-01,402,NA,NA,5657017,19,4881.406,22.67916666666667
Congo,2021-09-01,656,NA,NA,5657017,19,4881.406,23.59166666666667
Congo,2021-10-01,3079,NA,NA,5657017,19,4881.406,24.387500000000003
Congo,2021-11-01,1647,NA,NA,5657017,19,4881.406,24.39583333333334
Congo,2021-12-01,1119,NA,NA,5657017,19,4881.406,24.4625
Congo,2022-01-01,2880,NA,NA,5657017,19,4881.406,NA
Cook Islands,2021-05-01,1,NA,NA,17572,NA,NA,26.208333333333332
Cook Islands,2021-06-01,0,NA,NA,17572,NA,NA,25.225000000000005
Cook Islands,2021-07-01,0,NA,NA,17572,NA,NA,25.01666666666667
Cook Islands,2021-08-01,0,NA,NA,17572,NA,NA,24.933333333333337
Cook Islands,2021-09-01,0,NA,NA,17572,NA,NA,25.100000000000005
Cook Islands,2021-10-01,0,NA,NA,17572,NA,NA,25.475000000000005
Cook Islands,2021-11-01,0,NA,NA,17572,NA,NA,25.908333333333335
Cook Islands,2021-12-01,1,NA,NA,17572,NA,NA,26.3
Cook Islands,2022-01-01,0,NA,NA,17572,NA,NA,NA
Costa Rica,2020-03-01,347,3727,NA,5139053,33.6,15524.995,25.147826086956524
Costa Rica,2020-04-01,372,5562,NA,5139053,33.6,15524.995,25.560869565217395
Costa Rica,2020-05-01,337,9847,NA,5139053,33.6,15524.995,25.421739130434784
Costa Rica,2020-06-01,2403,13366,NA,5139053,33.6,15524.995,24.991304347826084
Costa Rica,2020-07-01,14361,44141,NA,5139053,33.6,15524.995,24.643478260869564
Costa Rica,2020-08-01,23467,54895,NA,5139053,33.6,15524.995,24.621739130434783
Costa Rica,2020-09-01,34473,72664,NA,5139053,33.6,15524.995,24.72608695652173
Costa Rica,2020-10-01,34211,75746,NA,5139053,33.6,15524.995,24.44782608695652
Costa Rica,2020-11-01,29667,69381,NA,5139053,33.6,15524.995,24.152173913043477
Costa Rica,2020-12-01,29683,78432,NA,5139053,33.6,15524.995,23.82608695652174
Costa Rica,2021-01-01,23955,74926,NA,5139053,33.6,15524.995,23.91304347826087
Costa Rica,2021-02-01,11065,77210,NA,5139053,33.6,15524.995,24.41304347826087
Costa Rica,2021-03-01,12423,101565,NA,5139053,33.6,15524.995,25.147826086956524
Costa Rica,2021-04-01,34227,140284,NA,5139053,33.6,15524.995,25.560869565217395
Costa Rica,2021-05-01,67995,201740,NA,5139053,33.6,15524.995,25.421739130434784
Costa Rica,2021-06-01,48952,219244,NA,5139053,33.6,15524.995,24.991304347826084
Costa Rica,2021-07-01,38876,225868,NA,5139053,33.6,15524.995,24.643478260869564
Costa Rica,2021-08-01,56912,228207,NA,5139053,33.6,15524.995,24.621739130434783
Costa Rica,2021-09-01,68459,205996,NA,5139053,33.6,15524.995,24.72608695652173
Costa Rica,2021-10-01,27513,122261,NA,5139053,33.6,15524.995,24.44782608695652
Costa Rica,2021-11-01,7141,115956,NA,5139053,33.6,15524.995,24.152173913043477
Costa Rica,2021-12-01,3717,125244,NA,5139053,33.6,15524.995,23.82608695652174
Costa Rica,2022-01-01,39326,64001,NA,5139053,33.6,15524.995,NA
Cote d'Ivoire,2020-03-01,179,NA,NA,27053629,18.7,3601.006,27.87246376811594
Cote d'Ivoire,2020-04-01,1096,5999,NA,27053629,18.7,3601.006,27.6463768115942
Cote d'Ivoire,2020-05-01,1558,16531,NA,27053629,18.7,3601.006,26.943478260869576
Cote d'Ivoire,2020-06-01,6666,27248,NA,27053629,18.7,3601.006,25.814492753623185
Cote d'Ivoire,2020-07-01,6548,44735,NA,27053629,18.7,3601.006,24.84927536231884
Cote d'Ivoire,2020-08-01,2020,26159,NA,27053629,18.7,3601.006,24.61594202898552
Cote d'Ivoire,2020-09-01,1657,34977,NA,27053629,18.7,3601.006,25.08985507246377
Cote d'Ivoire,2020-10-01,992,29754,NA,27053629,18.7,3601.006,25.888405797101452
Cote d'Ivoire,2020-11-01,615,23142,NA,27053629,18.7,3601.006,26.278260869565223
Cote d'Ivoire,2020-12-01,1159,38418,NA,27053629,18.7,3601.006,25.495652173913044
Cote d'Ivoire,2021-01-01,5909,84415,NA,27053629,18.7,3601.006,25.947826086956525
Cote d'Ivoire,2021-02-01,4355,79254,NA,27053629,18.7,3601.006,27.488405797101443
Cote d'Ivoire,2021-03-01,11135,90562,30101,27053629,18.7,3601.006,27.87246376811594
Cote d'Ivoire,2021-04-01,2147,70150,80581,27053629,18.7,3601.006,27.6463768115942
Cote d'Ivoire,2021-05-01,1256,42906,359443,27053629,18.7,3601.006,26.943478260869576
Cote d'Ivoire,2021-06-01,1013,60950,184533,27053629,18.7,3601.006,25.814492753623185
Cote d'Ivoire,2021-07-01,1830,66059,232238,27053629,18.7,3601.006,24.84927536231884
Cote d'Ivoire,2021-08-01,5534,101219,316612,27053629,18.7,3601.006,24.61594202898552
Cote d'Ivoire,2021-09-01,4584,90316,506028,27053629,18.7,3601.006,25.08985507246377
Cote d'Ivoire,2021-10-01,1044,57081,352873,27053629,18.7,3601.006,25.888405797101452
Cote d'Ivoire,2021-11-01,427,49041,NA,27053629,18.7,3601.006,26.278260869565223
Cote d'Ivoire,2021-12-01,9280,68560,NA,27053629,18.7,3601.006,25.495652173913044
Cote d'Ivoire,2022-01-01,7695,67124,223318,27053629,18.7,3601.006,NA
Croatia,2020-02-01,6,NA,NA,4081657,44,22669.797,4.930555555555555
Croatia,2020-03-01,861,4755,NA,4081657,44,22669.797,7.992307692307693
Croatia,2020-04-01,1209,28898,NA,4081657,44,22669.797,11.50769230769231
Croatia,2020-05-01,170,25958,NA,4081657,44,22669.797,16.08717948717949
Croatia,2020-06-01,531,10732,NA,4081657,44,22669.797,19.753846153846155
Croatia,2020-07-01,2362,39851,NA,4081657,44,22669.797,22.23076923076923
Croatia,2020-08-01,5130,49274,NA,4081657,44,22669.797,21.82820512820513
Croatia,2020-09-01,6324,138855,NA,4081657,44,22669.797,18.356410256410257
Croatia,2020-10-01,32723,177978,NA,4081657,44,22669.797,13.792307692307697
Croatia,2020-11-01,79126,255324,NA,4081657,44,22669.797,8.005128205128207
Croatia,2020-12-01,82395,245896,NA,4081657,44,22669.797,4.8742857142857146
Croatia,2021-01-01,21589,172016,20750,4081657,44,22669.797,5.303571428571429
Croatia,2021-02-01,10547,98641,17767,4081657,44,22669.797,4.930555555555555
Croatia,2021-03-01,28659,87533,NA,4081657,44,22669.797,7.992307692307693
Croatia,2021-04-01,60551,214532,415319,4081657,44,22669.797,11.50769230769231
Croatia,2021-05-01,23998,209268,691270,4081657,44,22669.797,16.08717948717949
Croatia,2021-06-01,3691,135099,433935,4081657,44,22669.797,19.753846153846155
Croatia,2021-07-01,3743,68615,321107,4081657,44,22669.797,22.23076923076923
Croatia,2021-08-01,10383,119681,165641,4081657,44,22669.797,21.82820512820513
Croatia,2021-09-01,30792,187765,146022,4081657,44,22669.797,18.356410256410257
Croatia,2021-10-01,65558,122237,122932,4081657,44,22669.797,13.792307692307697
Croatia,2021-11-01,137857,NA,390512,4081657,44,22669.797,8.005128205128207
